run_accession	study_accession	sample_accession	experiment_accession	scientific_name	tax_id	study_title	sample_title	experiment_title	library_name	cell_line	cell_type	library_strategy	library_source	library_selection	library_layout	instrument_platform	instrument_model	fastq_ftp	fastq_md5	fastq_bytes
SRR10493880	PRJNA590485	SAMN13327552	SRX7182968	Cricetulus griseus	10029	Defining lncRNAs Associated with CHO Cell Growth and IgG Productivity by RNA-Seq II	4384 Seed train rep2 (dataset 2)	Illumina HiSeq 4000 sequencing: GSM4177621: 4384 Seed train rep2 (dataset 2) Cricetulus griseus RNA-Seq		4384		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/080/SRR10493880/SRR10493880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/080/SRR10493880/SRR10493880_2.fastq.gz	6bb091c7d891cabdbb5c7bf8732c7702;01db7ab31bf13e82a018d5102f7762c7	597792294;607664848
SRR10493881	PRJNA590485	SAMN13327551	SRX7182969	Cricetulus griseus	10029	Defining lncRNAs Associated with CHO Cell Growth and IgG Productivity by RNA-Seq II	4384 Seed train rep3 (dataset 2)	Illumina HiSeq 4000 sequencing: GSM4177623: 4384 Seed train rep3 (dataset 2) Cricetulus griseus RNA-Seq		4384		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/081/SRR10493881/SRR10493881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/081/SRR10493881/SRR10493881_2.fastq.gz	60465b20b5ff26f74865b40e0f55494e;209e590d09579b9ff1ea6589a3fe9409	541498658;546737531
SRR10572663	PRJNA593052	SAMN13451140	SRX7254143	Cricetulus griseus	10029	Transcriptomic analysis of reducing CHO cell culture temperature	Reduced temperature replicate 2	NextSeq 500 sequencing: RNA-Seq of CHOK1 cell line	library_2	CHOK1		RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/063/SRR10572663/SRR10572663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/063/SRR10572663/SRR10572663_2.fastq.gz	065aeaee91f608c7d3f0cc1c98f3af2a;f457ba404b5da8b598991511597414f9	4589801998;4770303389
SRR10572664	PRJNA593052	SAMN13451139	SRX7254142	Cricetulus griseus	10029	Transcriptomic analysis of reducing CHO cell culture temperature	Reduced temperature replicate 1	NextSeq 500 sequencing: RNA-Seq of CHOK1 cell line	library_1	CHOK1		RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/064/SRR10572664/SRR10572664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/064/SRR10572664/SRR10572664_2.fastq.gz	9717a4d2890ba64259028c14de5e077a;e310d824d92afdc07d2b678f2e939f74	6041148181;6273156546
SRR10669482	PRJNA594947	SAMN13541383	SRX7347957	Cricetulus griseus	10029	Change in translation efficiency by RNG140-GFP overexpression in CHO cells	ribo.cont1	Illumina HiSeq 4000 sequencing: GSM4214032: ribo.cont1 Cricetulus griseus OTHER		CHO		OTHER	TRANSCRIPTOMIC	other	SINGLE	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/082/SRR10669482/SRR10669482.fastq.gz	1598783ce7f1909b9525f2348b8ad8e2	612209582
SRR10669488	PRJNA594947	SAMN13541384	SRX7347963	Cricetulus griseus	10029	Change in translation efficiency by RNG140-GFP overexpression in CHO cells	rna.1401	Illumina HiSeq 4000 sequencing: GSM4214038: rna.1401 Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/088/SRR10669488/SRR10669488.fastq.gz	0aa79081d8f9cd3ae7801add52a1d4df	1092032980
SRR10908298	PRJNA601957	SAMN13877054	SRX7576089	Cricetulus griseus	10029	Comprehensive analysis of mRNA and lncRNA transcriptomes reveals the differentially hypoxic response of preadipocytes during adipogenesis	Hypoxia_D0_1	BGISEQ-500 sequencing: GSM4275690: Hypoxia_D0_1 Cricetulus griseus RNA-Seq			Primary Preadipocyte	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	BGISEQ	BGISEQ-500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/098/SRR10908298/SRR10908298.fastq.gz	251655327c1b2a31d3c7459dd3e22190	8461998432
SRR10908308	PRJNA601957	SAMN13877042	SRX7576099	Cricetulus griseus	10029	Comprehensive analysis of mRNA and lncRNA transcriptomes reveals the differentially hypoxic response of preadipocytes during adipogenesis	Normoxia_D7_1	BGISEQ-500 sequencing: GSM4275700: Normoxia_D7_1 Cricetulus griseus RNA-Seq			Primary Preadipocyte	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	BGISEQ	BGISEQ-500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/008/SRR10908308/SRR10908308.fastq.gz	29bc3f4eb06f232fccab3a86b34159b6	8417491353
SRR10908311	PRJNA601957	SAMN13877039	SRX7576102	Cricetulus griseus	10029	Comprehensive analysis of mRNA and lncRNA transcriptomes reveals the differentially hypoxic response of preadipocytes during adipogenesis	Hypoxia_D7_2	BGISEQ-500 sequencing: GSM4275703: Hypoxia_D7_2 Cricetulus griseus RNA-Seq			Primary Preadipocyte	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	BGISEQ	BGISEQ-500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/011/SRR10908311/SRR10908311.fastq.gz	4dbf4ac6564b2e0d188cfc38838013da	8444037564
SRR10908312	PRJNA601957	SAMN13877038	SRX7576103	Cricetulus griseus	10029	Comprehensive analysis of mRNA and lncRNA transcriptomes reveals the differentially hypoxic response of preadipocytes during adipogenesis	Normoxia_D11_1	BGISEQ-500 sequencing: GSM4275704: Normoxia_D11_1 Cricetulus griseus RNA-Seq			Primary Preadipocyte	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	BGISEQ	BGISEQ-500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/012/SRR10908312/SRR10908312.fastq.gz	7b6738b35761870e049b25ae209c5047	8699449425
SRR10908314	PRJNA601957	SAMN13877036	SRX7576105	Cricetulus griseus	10029	Comprehensive analysis of mRNA and lncRNA transcriptomes reveals the differentially hypoxic response of preadipocytes during adipogenesis	Hypoxia_D11_1	BGISEQ-500 sequencing: GSM4275706: Hypoxia_D11_1 Cricetulus griseus RNA-Seq			Primary Preadipocyte	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	BGISEQ	BGISEQ-500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/014/SRR10908314/SRR10908314.fastq.gz	852584f222e676beeff4b905ee1ddcc6	8348637555
SRR10908315	PRJNA601957	SAMN13877035	SRX7576106	Cricetulus griseus	10029	Comprehensive analysis of mRNA and lncRNA transcriptomes reveals the differentially hypoxic response of preadipocytes during adipogenesis	Hypoxia_D11_2	BGISEQ-500 sequencing: GSM4275707: Hypoxia_D11_2 Cricetulus griseus RNA-Seq			Primary Preadipocyte	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	BGISEQ	BGISEQ-500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/015/SRR10908315/SRR10908315.fastq.gz	01ec1ad241de55ff66a113a9e8c16011	8285854087
SRR10995636	PRJNA604220	SAMN13957914	SRX7656771	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	WT-Rituximab-Day6_rep1	NextSeq 500 sequencing: GSM4292487: WT-Rituximab-Day6_rep1 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/036/SRR10995636/SRR10995636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/036/SRR10995636/SRR10995636_2.fastq.gz	111dc284051f4af71c7850d0fd4e4eb1;43dbbea1529e61121b5aab0f6bd02e94	416789480;426278718
SRR10995643	PRJNA604220	SAMN13957912	SRX7656773	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	WT-Rituximab-Day4_rep2	NextSeq 500 sequencing: GSM4292489: WT-Rituximab-Day4_rep2 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/043/SRR10995643/SRR10995643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/043/SRR10995643/SRR10995643_2.fastq.gz	b88798544978475be017dc02fc8d8f4d;035308ab7920fa60eb3aae021f9e5678	411548783;426582304
SRR10995649	PRJNA604220	SAMN13957911	SRX7656774	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	WT-Rituximab-Day6_rep2	NextSeq 500 sequencing: GSM4292490: WT-Rituximab-Day6_rep2 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/049/SRR10995649/SRR10995649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/049/SRR10995649/SRR10995649_2.fastq.gz	596df195c4456f3ff1fe148f4c4fe0b0;cb0323f25b424c83cbb76e45c1c309fa	447346782;457087381
SRR10995653	PRJNA604220	SAMN13957910	SRX7656775	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	WT-Rituximab-Day8_rep2	NextSeq 500 sequencing: GSM4292491: WT-Rituximab-Day8_rep2 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/053/SRR10995653/SRR10995653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/053/SRR10995653/SRR10995653_2.fastq.gz	ca118057885783cdb1952bfd83d30b16;b06c29daf9a3470268e97be7049e4774	402210961;420865527
SRR10995658	PRJNA604220	SAMN13957909	SRX7656776	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	6X-Rituximab-Day4_rep1	NextSeq 500 sequencing: GSM4292492: 6X-Rituximab-Day4_rep1 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/058/SRR10995658/SRR10995658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/058/SRR10995658/SRR10995658_2.fastq.gz	9d3b779ca20df4df0e581554171827fe;c8232af46f6e0c98a5c647636a6bdf1a	635529595;642341587
SRR10995659	PRJNA604220	SAMN13957908	SRX7656777	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	6X-Rituximab-Day6_rep1	NextSeq 500 sequencing: GSM4292493: 6X-Rituximab-Day6_rep1 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/059/SRR10995659/SRR10995659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/059/SRR10995659/SRR10995659_2.fastq.gz	c9a0c1130e6bddc68e066e5e32fc8161;0e468eed2a8dd1fdcc5957016b9a83ce	521868263;536898098
SRR10995660	PRJNA604220	SAMN13957908	SRX7656777	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	6X-Rituximab-Day6_rep1	NextSeq 500 sequencing: GSM4292493: 6X-Rituximab-Day6_rep1 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/060/SRR10995660/SRR10995660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/060/SRR10995660/SRR10995660_2.fastq.gz	5223dfe04d6d34f2df097a21cb96eef7;5a9c0b917ddea6918bfa165692369578	492547530;504845981
SRR10995662	PRJNA604220	SAMN13957908	SRX7656777	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	6X-Rituximab-Day6_rep1	NextSeq 500 sequencing: GSM4292493: 6X-Rituximab-Day6_rep1 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/062/SRR10995662/SRR10995662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/062/SRR10995662/SRR10995662_2.fastq.gz	3a891b06041965ae3c62bef185dea281;8118468ad47ac7b3fc317f2842934982	488408735;494805228
SRR10995675	PRJNA604220	SAMN13957904	SRX7656781	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	6X-Rituximab-Day8_rep2	NextSeq 500 sequencing: GSM4292497: 6X-Rituximab-Day8_rep2 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/075/SRR10995675/SRR10995675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/075/SRR10995675/SRR10995675_2.fastq.gz	b0a842c6a9592cfd8026dd8b91bcb3c3;38eda1e2a51c8c278dc2322a55321830	503016741;515831094
SRR10995685	PRJNA604220	SAMN13957902	SRX7656783	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	11X-Rituximab-Day6_rep1	NextSeq 500 sequencing: GSM4292499: 11X-Rituximab-Day6_rep1 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/085/SRR10995685/SRR10995685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/085/SRR10995685/SRR10995685_2.fastq.gz	b9e931d947eabcc92623ff02d02f5aeb;dd52b870b43191c16dc2743c785393a4	479165836;490122198
SRR10995690	PRJNA604220	SAMN13957901	SRX7656784	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	11X-Rituximab-Day8_rep1	NextSeq 500 sequencing: GSM4292500: 11X-Rituximab-Day8_rep1 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/090/SRR10995690/SRR10995690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/090/SRR10995690/SRR10995690_2.fastq.gz	8bcb8bede6f20458b1536396697211b5;400949d9ea01935c4f4493337d7ea21d	564664578;577813188
SRR10995700	PRJNA604220	SAMN13957898	SRX7656787	Cricetulus griseus	10029	Multiplex secretome engineering enhances recombinant protein production and purity	11X-Rituximab-Day8_rep2	NextSeq 500 sequencing: GSM4292503: 11X-Rituximab-Day8_rep2 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/000/SRR10995700/SRR10995700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/000/SRR10995700/SRR10995700_2.fastq.gz	4b12d8066e886d4176a60df8a7568018;972a5cefcc338b32ef99b55a49fa91aa	842141943;870674703
SRR11080505	PRJNA606151	SAMN14086343	SRX7719610	Cricetulus griseus	10029	TriplexSeq_and_RNAseq	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA_seq of CHO_K1: transfected with pPOC - Rep 2	CHO_pPOC_R3			AMPLICON	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/005/SRR11080505/SRR11080505.fastq.gz	df070024c2eee4657790a40994ae7ff1	1347553639
SRR11080508	PRJNA606151	SAMN14086340	SRX7719607	Cricetulus griseus	10029	TriplexSeq_and_RNAseq	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA_seq of CHO_K1: transfected with nTFO - Rep2	CHO_nTFO_R3			AMPLICON	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/008/SRR11080508/SRR11080508.fastq.gz	779f1afe24cef56e03f95eb007de8c55	1486099893
SRR11080511	PRJNA606151	SAMN14086337	SRX7719604	Cricetulus griseus	10029	TriplexSeq_and_RNAseq	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA_seq of CHO_K1: transfected with pPOC - Rep 2	CHO_pPOC_R2			AMPLICON	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/011/SRR11080511/SRR11080511.fastq.gz	69ed4d703e717e3c9ac4742498030c1f	1427316542
SRR11080514	PRJNA606151	SAMN14086335	SRX7719601	Cricetulus griseus	10029	TriplexSeq_and_RNAseq	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA_seq of CHO_K1: transfected with pTFO - Rep 2	CHO_pTFO_R2			AMPLICON	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/014/SRR11080514/SRR11080514.fastq.gz	12447613aa028564574615498112b525	1270667846
SRR11080515	PRJNA606151	SAMN14086334	SRX7719600	Cricetulus griseus	10029	TriplexSeq_and_RNAseq	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA_seq of CHO_K1: transfected with nTFO - Rep2	CHO_nTFO_R2			AMPLICON	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/015/SRR11080515/SRR11080515.fastq.gz	d97b5ee5437dbd2a09cdae9dc118f3a0	1320918307
SRR11080517	PRJNA606151	SAMN14086332	SRX7719598	Cricetulus griseus	10029	TriplexSeq_and_RNAseq	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA_seq of CHO_K1: non-transfected - Rep2	CHO_nottrans_R2			AMPLICON	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/017/SRR11080517/SRR11080517.fastq.gz	fc0c8e947b59a898edadaaee0bac97c2	1310608219
SRR11080523	PRJNA606151	SAMN14086326	SRX7719592	Cricetulus griseus	10029	TriplexSeq_and_RNAseq	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA_seq of CHO_K1: non-transfected - Rep1	CHO_nottrans_R1			AMPLICON	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/023/SRR11080523/SRR11080523.fastq.gz	5a7dce2629b3acd6a91e12735f865279	1407209083
SRR11184915	PRJNA599947	SAMN13762568	SRX7805403	Cricetulus griseus	10029	Effects of ammonia stress on recombinant CHO-K1 cells expressing the anti-HIV antibody VRC01 (IgG1)	Model organism or animal sample from Cricetulus griseus	Illumina NovaSeq 6000 sequencing: RNA-Seq of Cricetulus griseus: treatment group (10mM NH3 addition), day 9	BR8_D9_Amm10	VRC01 CHO-K1	Chinese hamster ovary	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/015/SRR11184915/SRR11184915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/015/SRR11184915/SRR11184915_2.fastq.gz	e05cd6143cfdf6e41a425f06d78284fd;0ed5a0859ab595ebd65a306677aa43ed	2330354761;2391355187
SRR11184918	PRJNA599947	SAMN13762566	SRX7805401	Cricetulus griseus	10029	Effects of ammonia stress on recombinant CHO-K1 cells expressing the anti-HIV antibody VRC01 (IgG1)	Model organism or animal sample from Cricetulus griseus	Illumina NovaSeq 6000 sequencing: RNA-Seq of Cricetulus griseus: control group (0mM NH3 addition), day 9	BR6_D9_Amm0	VRC01 CHO-K1	Chinese hamster ovary	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/018/SRR11184918/SRR11184918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/018/SRR11184918/SRR11184918_2.fastq.gz	6bf080c6297e04d25a5195e99f0f614d;72988fc321a29e6438c053906355762d	2634236898;2743583277
SRR11350309	PRJNA613438	SAMN14404305	SRX7952180	Cricetulus griseus	10029	Transcriptome of temporal growth in CHO-S cells in batch culture	T84_1	Illumina HiSeq 2500 sequencing: T84_1	lib44111	CHO-S		RNA-Seq	TRANSCRIPTOMIC	DNase	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR11350309/SRR11350309.fastq.gz	be2abbe41325e0af3d110fb8316ea612	1271548263
SRR11350316	PRJNA613438	SAMN14404313	SRX7952173	Cricetulus griseus	10029	Transcriptome of temporal growth in CHO-S cells in batch culture	T108_1	Illumina HiSeq 2500 sequencing: T108_1	lib44119	CHO-S		RNA-Seq	TRANSCRIPTOMIC	DNase	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/016/SRR11350316/SRR11350316.fastq.gz	b1d04de24ad931e5c50c34eac80193d4	1399125276
SRR11350317	PRJNA613438	SAMN14404312	SRX7952172	Cricetulus griseus	10029	Transcriptome of temporal growth in CHO-S cells in batch culture	T96_4	Illumina HiSeq 2500 sequencing: T96_4	lib44118	CHO-S		RNA-Seq	TRANSCRIPTOMIC	DNase	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/017/SRR11350317/SRR11350317.fastq.gz	e245f5e42840bbe897b4b5d3cede235c	938938510
SRR11350318	PRJNA613438	SAMN14404303	SRX7952171	Cricetulus griseus	10029	Transcriptome of temporal growth in CHO-S cells in batch culture	T72_2	Illumina HiSeq 2500 sequencing: T72_2	lib44109	CHO-S		RNA-Seq	TRANSCRIPTOMIC	DNase	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/018/SRR11350318/SRR11350318.fastq.gz	c03237a6625a941a14a11ee88d2d5c71	1321612845
SRR11486281	PRJNA623056	SAMN14537871	SRX8062411	Cricetulus griseus	10029	Cricetulus griseus Raw sequence reads	AGL-1	Illumina NovaSeq 6000 sequencing: AGL-1	6	V79 lung fibroblast cells		RNA-Seq	TRANSCRIPTOMIC	RT-PCR	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/081/SRR11486281/SRR11486281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/081/SRR11486281/SRR11486281_2.fastq.gz	9f6af795853c10fce141375f6e958bb7;bc05c159f587d3b909e3a0057fca152d	3475218723;3523153946
SRR11515333	PRJNA623056	SAMN14537872	SRX8086947	Cricetulus griseus	10029	Cricetulus griseus Raw sequence reads	AGL-2	Illumina NovaSeq 6000 sequencing: AGL-3	5	V79 lung fibroblast cells		RNA-Seq	TRANSCRIPTOMIC	RT-PCR	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/033/SRR11515333/SRR11515333.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/033/SRR11515333/SRR11515333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/033/SRR11515333/SRR11515333_2.fastq.gz	61e525e949fd6a55b9fae97561c0f32a;350e47bfd4fb595ec7494cc33fa249fb;f7d0f67939f1a909583bcee579754eb3	317602643;2875887112;3258641322
SRR11515334	PRJNA623056	SAMN14537873	SRX8086946	Cricetulus griseus	10029	Cricetulus griseus Raw sequence reads	AGL-3	Illumina NovaSeq 6000 sequencing: AGL-3	4	V79 lung fibroblast cells		RNA-Seq	TRANSCRIPTOMIC	RT-PCR	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/034/SRR11515334/SRR11515334.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/034/SRR11515334/SRR11515334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/034/SRR11515334/SRR11515334_2.fastq.gz	364c825f16ad10cd6a732f4896109a02;411d9c7c5a73aa39816c95597e2bb26a;c726574b60a8c1509a3a4befb748b1c3	287228241;3045827346;3481464018
SRR11721631	PRJNA630824	SAMN14846004	SRX8280953	Cricetulus griseus	10029	Abhd11 knockout in CHO cells	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA Seq of CHO cell in exponential growth in media with glutamine, Control strain A, replicate 1	control.a.1.plus			RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/031/SRR11721631/SRR11721631.fastq.gz	eb339e501ec7b9b471f551cdf7dc2cc0	541620320
SRR11721632	PRJNA630824	SAMN14846003	SRX8280952	Cricetulus griseus	10029	Abhd11 knockout in CHO cells	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA Seq of CHO cell in exponential growth in media with glutamine, Abhd11 KO strain C, replicate 3	ko.c.3.plus			RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/032/SRR11721632/SRR11721632.fastq.gz	8d45b21a3a4941a99f0f08432f0b68c3	630639103
SRR11721635	PRJNA630824	SAMN14846000	SRX8280949	Cricetulus griseus	10029	Abhd11 knockout in CHO cells	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA Seq of CHO cell in exponential growth in media with glutamine, Abhd11 KO strain B, replicate 3	ko.b.3.plus			RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/035/SRR11721635/SRR11721635.fastq.gz	183a0f55a7acf6189b56d1ca3929b3a3	541916108
SRR11721637	PRJNA630824	SAMN14845998	SRX8280947	Cricetulus griseus	10029	Abhd11 knockout in CHO cells	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA Seq of CHO cell in exponential growth in media with glutamine, Abhd11 KO strain B, replicate 1	ko.b.1.plus			RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/037/SRR11721637/SRR11721637.fastq.gz	7ce58028c4ff31b1385a8113674b449c	623863789
