study_accession	sample_accession	experiment_accession	run_accession	omics	library_strategy	library_layout	processing_layout	fastq_structure	fastq_role	file_index	filename	fastq_ftp	fastq_md5	fastq_bytes
PRJNA1492564	SAMN61510923	SRX34250722	SRR39561852	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR39561852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR395/052/SRR39561852/SRR39561852_2.fastq.gz	9139a33212e48965b444ccd18b420554	5001198587
PRJNA1516528	SAMN62608408	SRX34926296	SRR40310830	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR40310830_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR403/030/SRR40310830/SRR40310830_1.fastq.gz	b9c81d7cdcc95eb59f5a4373ef5fd0a1	1650289477
PRJNA1516528	SAMN62608408	SRX34926296	SRR40310830	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR40310830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR403/030/SRR40310830/SRR40310830_2.fastq.gz	6c740d2aedd888dbbf39db1693198843	1653832535
PRJNA1516528	SAMN62608406	SRX34926294	SRR40310832	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR40310832_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR403/032/SRR40310832/SRR40310832_1.fastq.gz	99543df2750e89d80e92114bc9ccfc50	955686555
PRJNA1516528	SAMN62608406	SRX34926294	SRR40310832	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR40310832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR403/032/SRR40310832/SRR40310832_2.fastq.gz	a7f95360ebabd588e3d942bb94c1e506	959007720
PRJNA1516528	SAMN62608404	SRX34926292	SRR40310834	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR40310834_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR403/034/SRR40310834/SRR40310834_1.fastq.gz	5153d5061820510ee5d79574d909a6b6	1279907913
PRJNA1516528	SAMN62608404	SRX34926292	SRR40310834	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR40310834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR403/034/SRR40310834/SRR40310834_2.fastq.gz	b49679b99efa4aa9a311347b6165ac2c	1274527830
PRJNA339147	SAMN05580163	SRX2026837	SRR4035680	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR4035680.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR403/000/SRR4035680/SRR4035680.fastq.gz	f42f3da1b81ad6bbff9c028124151a73	1629374158
PRJEB37009	SAMEA6602849	ERX3975428	ERR3972091	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	ERR3972091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR397/001/ERR3972091/ERR3972091.fastq.gz	2b752b90d072adbeef7ee51686e414c3	2145833416
PRJEB37009	SAMEA6602851	ERX3975430	ERR3972093	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	ERR3972093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR397/003/ERR3972093/ERR3972093.fastq.gz	fb2f10843f334077ba5a2f6ebcc7f0b3	1877161317
PRJNA318741	SAMN04867128	SRX1712537	SRR3401401	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR3401401_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/001/SRR3401401/SRR3401401_1.fastq.gz	618c3601161eeae15bfca10ab520c2c5	1234032055
PRJNA318741	SAMN04867128	SRX1712537	SRR3401401	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR3401401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/001/SRR3401401/SRR3401401_2.fastq.gz	a1bbe1dcd476186a983c70420cb9fe1e	1272374199
PRJNA318886	SAMN04869813	SRX1712689	SRR3401745	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR3401745_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/005/SRR3401745/SRR3401745_1.fastq.gz	b0d38cbcab76740b4666abad29cfff96	1082458342
PRJNA318886	SAMN04869813	SRX1712689	SRR3401745	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR3401745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/005/SRR3401745/SRR3401745_2.fastq.gz	e06f6a45931eb142ce7cb22461aadfff	1160130021
PRJNA318886	SAMN04869815	SRX1712692	SRR3401747	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR3401747_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/007/SRR3401747/SRR3401747_1.fastq.gz	a2dbf08080edfc78a8ac282e33a8e6e6	1252505351
PRJNA318886	SAMN04869815	SRX1712692	SRR3401747	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR3401747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/007/SRR3401747/SRR3401747_2.fastq.gz	f5498dcc996fe5f1156228f049b40b2f	1293597499
PRJNA318886	SAMN04869816	SRX1712693	SRR3401748	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR3401748_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/008/SRR3401748/SRR3401748_1.fastq.gz	9266982e33d7a0a46ef22b4f794ae058	1154554821
PRJNA318886	SAMN04869816	SRX1712693	SRR3401748	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR3401748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/008/SRR3401748/SRR3401748_2.fastq.gz	e520496da0eb65f340da8076bf1a8c81	1190663193
PRJNA1363687	SAMN53215357	SRX31259000	SRR36222935	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR36222935_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR362/035/SRR36222935/SRR36222935_1.fastq.gz	d42a41b9088d0239f2ff5b0e3ec77cd1	4066906484
PRJNA1363687	SAMN53215357	SRX31259000	SRR36222935	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR36222935_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR362/035/SRR36222935/SRR36222935_2.fastq.gz	596eab8ff592ccc80ff86fbb7b70565b	4076483430
PRJNA1363687	SAMN53215356	SRX31258999	SRR36222936	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR36222936_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR362/036/SRR36222936/SRR36222936_1.fastq.gz	2c06db9decb8783d2f03e4bb79dc0df7	2862178615
PRJNA1363687	SAMN53215356	SRX31258999	SRR36222936	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR36222936_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR362/036/SRR36222936/SRR36222936_2.fastq.gz	bf17437a897e217f913e03f312026cd4	2832033406
PRJNA1363687	SAMN53215355	SRX31258998	SRR36222937	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR36222937_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR362/037/SRR36222937/SRR36222937_1.fastq.gz	6f6f2857bb7d6135665720a718acb4e1	4565961711
PRJNA1363687	SAMN53215355	SRX31258998	SRR36222937	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR36222937_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR362/037/SRR36222937/SRR36222937_2.fastq.gz	cf05a6ab2070365e917edad6d2f60755	4487213381
PRJNA1363687	SAMN53215352	SRX31258995	SRR36222940	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR36222940_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR362/040/SRR36222940/SRR36222940_1.fastq.gz	7fc21e823035a646fe8b9c0985b386fd	1245441269
PRJNA1363687	SAMN53215352	SRX31258995	SRR36222940	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR36222940_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR362/040/SRR36222940/SRR36222940_2.fastq.gz	22bf5e5f7a0aac7ce8e7ee4ecc863896	1233397933
PRJNA1399147	SAMN54474211	SRX31707199	SRR36699389	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR36699389_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/089/SRR36699389/SRR36699389_1.fastq.gz	3921e047832e7a188e76c495319783c7	4252314818
PRJNA1399147	SAMN54474211	SRX31707199	SRR36699389	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR36699389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/089/SRR36699389/SRR36699389_2.fastq.gz	a386a654a85cc8e5c253630444896822	4300296964
PRJNA1399147	SAMN54474214	SRX31707196	SRR36699392	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR36699392_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/092/SRR36699392/SRR36699392_1.fastq.gz	56eea408115ee12020437e761579972d	4230519080
PRJNA1399147	SAMN54474214	SRX31707196	SRR36699392	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR36699392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/092/SRR36699392/SRR36699392_2.fastq.gz	dfb5af194dfbc689fc0d07a78f29dcd0	4245986888
PRJNA1399147	SAMN54474213	SRX31707195	SRR36699393	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR36699393_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/093/SRR36699393/SRR36699393_1.fastq.gz	6e470ceddb6128fd0c2d030400c8bce6	4395867636
PRJNA1399147	SAMN54474213	SRX31707195	SRR36699393	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR36699393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/093/SRR36699393/SRR36699393_2.fastq.gz	4f361716a3559455d326a22acbe370f9	4444197896
PRJNA477823	SAMN09479743	SRX4292704	SRR7421882	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR7421882.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR742/002/SRR7421882/SRR7421882.fastq.gz	8059bff5f3d5b2fee7e3bc420bfe4842	4706820549
PRJNA489076	SAMN09948077	SRX4634301	SRR7779181	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR7779181_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR777/001/SRR7779181/SRR7779181_1.fastq.gz	d1f441635abf947031449451233c2f92	1762709719
PRJNA489076	SAMN09948077	SRX4634301	SRR7779181	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR7779181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR777/001/SRR7779181/SRR7779181_2.fastq.gz	c2d676f34726a984861aaa5bc40b2751	1841981937
PRJNA489076	SAMN09948100	SRX4634310	SRR7779190	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR7779190_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR777/000/SRR7779190/SRR7779190_1.fastq.gz	a2bd3be3aef90ac5fd86c9d7341a2ece	1300628118
PRJNA489076	SAMN09948100	SRX4634310	SRR7779190	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR7779190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR777/000/SRR7779190/SRR7779190_2.fastq.gz	da9de972a256e9b7fcac09aa03e93a4a	1360067643
PRJNA489076	SAMN09948098	SRX4634312	SRR7779192	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR7779192_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR777/002/SRR7779192/SRR7779192_1.fastq.gz	1663b87cabd12dcd28ebb157428c6166	1518174982
PRJNA489076	SAMN09948098	SRX4634312	SRR7779192	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR7779192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR777/002/SRR7779192/SRR7779192_2.fastq.gz	f09716f4435f6e4f4a0c0e7d0f2ece10	1589186980
PRJNA489076	SAMN09948089	SRX4634321	SRR7779201	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR7779201_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR777/001/SRR7779201/SRR7779201_1.fastq.gz	4e1c28e0b99500c505de266c4cbf5a06	1404154674
PRJNA489076	SAMN09948089	SRX4634321	SRR7779201	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR7779201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR777/001/SRR7779201/SRR7779201_2.fastq.gz	aff2658b3f927f93620a3eb29876f93b	1456520496
PRJNA504034	SAMN10388089	SRX4986353	SRR8165633	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR8165633_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/003/SRR8165633/SRR8165633_1.fastq.gz	4d6cd6ff7d810dab3047e87949ebc3eb	7141558725
PRJNA504034	SAMN10388089	SRX4986353	SRR8165633	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR8165633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/003/SRR8165633/SRR8165633_2.fastq.gz	aec40fd213eeb6926532dfc661f1bde7	7170287600
PRJNA504034	SAMN10388086	SRX4986348	SRR8165638	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR8165638_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/008/SRR8165638/SRR8165638_1.fastq.gz	bc8e4d5dc9518f4e17ab4b9b510c9846	9305356594
PRJNA504034	SAMN10388086	SRX4986348	SRR8165638	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR8165638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/008/SRR8165638/SRR8165638_2.fastq.gz	9b91340a4b54e1fa6185d9f7b0e86048	9280479122
PRJNA504034	SAMN10388056	SRX4986333	SRR8165653	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR8165653_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/003/SRR8165653/SRR8165653_1.fastq.gz	685aa0b1f435f2649fee6af0f1e0c39f	9081449077
PRJNA504034	SAMN10388056	SRX4986333	SRR8165653	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR8165653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/003/SRR8165653/SRR8165653_2.fastq.gz	b9ad9ac6df501d0eef026109d1f99153	9114755325
PRJNA504034	SAMN10388075	SRX4986322	SRR8165664	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR8165664_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/004/SRR8165664/SRR8165664_1.fastq.gz	e391ee6a34f4d1094782d5aa20f393f4	5604935612
PRJNA504034	SAMN10388075	SRX4986322	SRR8165664	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR8165664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/004/SRR8165664/SRR8165664_2.fastq.gz	0e2baff2b8db1bb8c81b4e2a69f17d39	5653894211
PRJNA504034	SAMN10388048	SRX4986309	SRR8165677	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR8165677_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/007/SRR8165677/SRR8165677_1.fastq.gz	cf97ac52ac58a46325e2171b66fb3594	5505611993
PRJNA504034	SAMN10388048	SRX4986309	SRR8165677	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR8165677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/007/SRR8165677/SRR8165677_2.fastq.gz	855fa324d7c45931b9487b2cf1d66195	5633733765
PRJNA504034	SAMN10388045	SRX4986306	SRR8165680	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR8165680_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/000/SRR8165680/SRR8165680_1.fastq.gz	ee0a42ca2d58618503595c9756f3ea7d	5338454049
PRJNA504034	SAMN10388045	SRX4986306	SRR8165680	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR8165680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/000/SRR8165680/SRR8165680_2.fastq.gz	b0f16c293305b44a341289cbcddac37e	5520865730
PRJNA504034	SAMN10388052	SRX4986305	SRR8165681	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR8165681_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/001/SRR8165681/SRR8165681_1.fastq.gz	9f0e45d27493aaad49acf0ef4c30e4a4	6408395661
PRJNA504034	SAMN10388052	SRX4986305	SRR8165681	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR8165681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR816/001/SRR8165681/SRR8165681_2.fastq.gz	a09d28b9f25961e21583e48bffbd4c37	6625126084
PRJNA545135	SAMN11874997	SRX5910667	SRR9137506	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR9137506_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/006/SRR9137506/SRR9137506_1.fastq.gz	22dffef5de78f66e1de82f187d09a918	1430702352
PRJNA545135	SAMN11874997	SRX5910667	SRR9137506	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR9137506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/006/SRR9137506/SRR9137506_2.fastq.gz	5133d53ff2da76b5e50c57fc80fed227	1477298205
PRJNA545135	SAMN11874992	SRX5910671	SRR9137510	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR9137510_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/000/SRR9137510/SRR9137510_1.fastq.gz	16dc4b85be1812f1b9ecb6902a5f56c5	1291875858
PRJNA545135	SAMN11874992	SRX5910671	SRR9137510	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR9137510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/000/SRR9137510/SRR9137510_2.fastq.gz	e72ca80a697b23d4d5e5f14e14e8535e	1323028676
PRJNA545309	SAMN11883837	SRX5924873	SRR9151757	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR9151757_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR915/007/SRR9151757/SRR9151757_1.fastq.gz	77a1b75119bcfedd5865f44c31d6ca26	1101234195
PRJNA545309	SAMN11883837	SRX5924873	SRR9151757	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR9151757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR915/007/SRR9151757/SRR9151757_2.fastq.gz	d63e82cb7686bd9b8d186cc1efb107e9	1109065876
PRJNA545309	SAMN11883834	SRX5924876	SRR9151760	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR9151760_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR915/000/SRR9151760/SRR9151760_1.fastq.gz	87b08d1da75d3fc3bedfdfd4c360d803	1273674412
PRJNA545309	SAMN11883834	SRX5924876	SRR9151760	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR9151760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR915/000/SRR9151760/SRR9151760_2.fastq.gz	040ad0881a5c004e031c258189dde5ec	1282001996
PRJNA214684	SAMN02313290	SRX333377	SRR950109	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR950109_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR950/SRR950109/SRR950109_1.fastq.gz	1312757aaebc99e13d78e04d17fb53d9	8696335986
PRJNA214684	SAMN02313290	SRX333377	SRR950109	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR950109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR950/SRR950109/SRR950109_2.fastq.gz	efddc476de220c77dceb38f41cca389a	8920725389
PRJNA551666	SAMN12162722	SRX6384004	SRR9620997	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9620997.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/007/SRR9620997/SRR9620997.fastq.gz	4c875cddc996a1e8a5ca0796a39af1e7	193478391
PRJNA551666	SAMN12162720	SRX6384006	SRR9621004	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621004.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/004/SRR9621004/SRR9621004.fastq.gz	88ac51712922b25d71535568cffa1dfb	162808413
PRJNA551666	SAMN12162720	SRX6384006	SRR9621006	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/006/SRR9621006/SRR9621006.fastq.gz	3187d0fdfc177e126b55dcbd069a5303	170423407
PRJNA551666	SAMN12162719	SRX6384007	SRR9621010	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621010.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/000/SRR9621010/SRR9621010.fastq.gz	b23fd0c30a78e6a8a517c6c6d92b615a	168457626
PRJNA551666	SAMN12162718	SRX6384008	SRR9621011	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621011.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/001/SRR9621011/SRR9621011.fastq.gz	93c54991b5b2a0b45952d35e0ab70a95	178946061
PRJNA551666	SAMN12162718	SRX6384008	SRR9621012	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/002/SRR9621012/SRR9621012.fastq.gz	5400d8dec0dfcdaba5ccb52ac975d59e	174310333
PRJNA551666	SAMN12162718	SRX6384008	SRR9621013	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621013.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/003/SRR9621013/SRR9621013.fastq.gz	83eba1be10454be52e770d4c01eedfae	181393018
PRJNA551666	SAMN12162718	SRX6384008	SRR9621014	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/004/SRR9621014/SRR9621014.fastq.gz	724e5dfa17d6b8db4aa6efde37c7658b	182331548
PRJNA551666	SAMN12162717	SRX6384009	SRR9621018	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621018.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/008/SRR9621018/SRR9621018.fastq.gz	542b38145ab5c6661250a0b68c2227b7	204821594
PRJNA551666	SAMN12162716	SRX6384010	SRR9621021	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621021.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/001/SRR9621021/SRR9621021.fastq.gz	698df4227b723bd712a93700fb9d4c3e	119407728
PRJNA551666	SAMN12162713	SRX6384013	SRR9621031	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621031.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/001/SRR9621031/SRR9621031.fastq.gz	0aafae2424af8baeeb4af81a4b16dfbc	185590031
PRJNA551666	SAMN12162713	SRX6384013	SRR9621033	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621033.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/003/SRR9621033/SRR9621033.fastq.gz	576703c0359b350bcd36df64a2a291c8	187920698
PRJNA551666	SAMN12162712	SRX6384014	SRR9621038	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621038.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/008/SRR9621038/SRR9621038.fastq.gz	679172f0fa7afe5a896990afbaf6936e	196433395
PRJNA551666	SAMN12162711	SRX6384015	SRR9621041	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621041.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/001/SRR9621041/SRR9621041.fastq.gz	eee91c54569d8ffbf86ae4836ea224e5	172051634
PRJNA551666	SAMN12162711	SRX6384015	SRR9621042	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621042.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/002/SRR9621042/SRR9621042.fastq.gz	2ebb6e572e88c5aeb155c646f53a36d4	173105798
PRJNA551666	SAMN12162710	SRX6384016	SRR9621043	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621043.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/003/SRR9621043/SRR9621043.fastq.gz	33245dffbafacf91acecaa39dbb7b3e5	165885249
PRJNA551666	SAMN12162710	SRX6384016	SRR9621044	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/004/SRR9621044/SRR9621044.fastq.gz	505a8004b97441b7c408ecc7a4d205c3	161534797
PRJNA551666	SAMN12162710	SRX6384016	SRR9621045	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR9621045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/005/SRR9621045/SRR9621045.fastq.gz	4083f57132b2ea9eaa21514ae0d6912b	167676223
